,primary_site,status,dataset,tissue_hd,dataset_status
TCGA-A3-3313-01A-02R-1325-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-B0-4706-01A-01R-1503-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-B0-4849-01A-01R-1277-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-B0-5080-01A-01R-1503-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-CJ-4894-01A-01R-1305-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-CJ-4893-01A-01R-1305-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-CJ-4897-01A-03R-1426-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-BP-4345-01A-01R-1289-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-B2-3923-01A-02R-A277-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-BP-5195-01A-02R-1426-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-B8-5549-01A-01R-1541-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-A3-3374-01A-02R-1325-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-B0-4693-01A-01R-1277-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-BP-5192-01A-01R-1426-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-A3-A6NJ-01A-12R-A33J-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-B0-5713-01A-11R-1672-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-GK-A6C7-01A-11R-A33J-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-CJ-4923-01A-01R-1426-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-AK-3436-01A-02R-1325-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-BP-4166-01A-02R-1289-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-BP-5170-01A-01R-1426-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-A3-3316-01A-01R-0864-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-A3-3359-01A-01R-0864-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-CZ-5453-01A-01R-1503-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-CZ-4858-01A-01R-1305-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-B0-4810-01A-01R-1503-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-CW-6097-01A-11R-1672-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-CZ-4864-01A-01R-1503-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-CZ-5454-01A-01R-1503-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-CJ-4884-01A-01R-1305-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-B0-4698-01A-01R-1503-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-CJ-4912-01A-01R-1426-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-CJ-4871-01A-01R-1305-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-CJ-4640-01A-02R-1325-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-B0-4824-01A-01R-1277-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-B8-4620-01A-02R-1325-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-CJ-5682-01A-11R-1541-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-CW-5591-01A-01R-1541-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-A3-3380-01A-01R-0864-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-B0-4707-01A-01R-1277-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-CZ-5982-01A-11R-1672-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-B0-4814-01A-01R-1277-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-EU-5904-01A-11R-1672-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-BP-5196-01A-01R-1426-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-B8-4622-01A-02R-1277-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-B0-5077-01A-01R-1334-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-AK-3465-01A-02R-1325-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-BP-4176-01A-02R-1289-07,Kidney,tumor,tcga,Kidney_tumor,tcga_tumor
TCGA-BR-6564-11A-01R-1884-13,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-HU-A4GH-11A-11R-A36D-31,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-IN-8663-11A-01R-2402-13,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-HU-8238-11A-01R-2343-13,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-BR-7716-11A-01R-2055-13,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-FP-7735-11A-01R-2055-13,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-HU-A4GY-11A-11R-A36D-31,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-IN-AB1X-11A-21R-A39E-31,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-CG-5720-11A-01R-1602-13,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-IN-8462-11A-01R-2343-13,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-BR-7704-11A-01R-2055-13,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-CG-5722-11A-02R-1602-13,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-BR-6458-11A-01R-1802-13,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-HU-A4HB-11A-11R-A251-31,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-CG-5734-11A-01R-1602-13,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-IN-AB1V-11A-11R-A414-31,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-FP-7829-11A-01R-2055-13,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-BR-6453-11A-01R-1802-13,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-BR-6457-11A-01R-1802-13,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-IP-7968-11A-01R-2203-13,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-HU-A4GN-11A-12R-A251-31,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-HU-A4GP-11A-21R-A251-31,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-CG-5730-11A-01R-1602-13,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-IN-7806-11A-01R-2055-13,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-BR-6454-11A-01R-1802-13,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-BR-7715-11A-01R-2055-13,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-CG-5733-11A-01R-1602-13,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-BR-6852-11A-01R-1884-13,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-BR-6802-11A-01R-1884-13,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-HU-A4G3-11A-11R-A24K-31,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-BR-7851-11A-01R-2203-13,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-CG-5721-11A-01R-1602-13,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-BR-7717-11A-01R-2055-13,Stomach,healthy,tcga,Stomach_healthy,tcga_healthy
TCGA-KN-8436-11A-01R-2315-07,Kidney,healthy,tcga,Kidney_healthy,tcga_healthy
TCGA-KN-8435-11A-01R-2315-07,Kidney,healthy,tcga,Kidney_healthy,tcga_healthy
TCGA-KN-8425-11A-01R-2315-07,Kidney,healthy,tcga,Kidney_healthy,tcga_healthy
TCGA-KN-8434-11A-01R-2315-07,Kidney,healthy,tcga,Kidney_healthy,tcga_healthy
TCGA-KN-8419-11A-01R-2315-07,Kidney,healthy,tcga,Kidney_healthy,tcga_healthy
TCGA-KL-8326-11A-01R-2315-07,Kidney,healthy,tcga,Kidney_healthy,tcga_healthy
TCGA-KN-8427-11A-01R-2315-07,Kidney,healthy,tcga,Kidney_healthy,tcga_healthy
TCGA-KN-8426-11A-01R-2315-07,Kidney,healthy,tcga,Kidney_healthy,tcga_healthy
TCGA-KN-8428-11A-01R-2315-07,Kidney,healthy,tcga,Kidney_healthy,tcga_healthy
TCGA-KL-8332-11A-01R-2315-07,Kidney,healthy,tcga,Kidney_healthy,tcga_healthy
TCGA-KO-8403-11A-01R-2315-07,Kidney,healthy,tcga,Kidney_healthy,tcga_healthy
TCGA-KN-8430-11A-01R-2315-07,Kidney,healthy,tcga,Kidney_healthy,tcga_healthy
TCGA-KO-8415-11A-01R-2315-07,Kidney,healthy,tcga,Kidney_healthy,tcga_healthy
TCGA-KN-8432-11A-01R-2315-07,Kidney,healthy,tcga,Kidney_healthy,tcga_healthy
TCGA-KN-8431-11A-01R-2315-07,Kidney,healthy,tcga,Kidney_healthy,tcga_healthy
TCGA-KL-8329-11A-01R-2315-07,Kidney,healthy,tcga,Kidney_healthy,tcga_healthy
TCGA-KN-8423-11A-01R-2315-07,Kidney,healthy,tcga,Kidney_healthy,tcga_healthy
TCGA-KN-8437-11A-01R-2315-07,Kidney,healthy,tcga,Kidney_healthy,tcga_healthy
TCGA-KL-8324-11A-01R-2315-07,Kidney,healthy,tcga,Kidney_healthy,tcga_healthy
TCGA-KL-8336-11A-01R-2315-07,Kidney,healthy,tcga,Kidney_healthy,tcga_healthy
TCGA-KN-8433-11A-01R-2315-07,Kidney,healthy,tcga,Kidney_healthy,tcga_healthy
TCGA-KL-8339-11A-01R-2315-07,Kidney,healthy,tcga,Kidney_healthy,tcga_healthy
TCGA-KN-8422-11A-01R-2315-07,Kidney,healthy,tcga,Kidney_healthy,tcga_healthy
TCGA-KN-8429-11A-01R-2315-07,Kidney,healthy,tcga,Kidney_healthy,tcga_healthy
TCGA-KN-8424-11A-01R-2315-07,Kidney,healthy,tcga,Kidney_healthy,tcga_healthy
TCGA-AC-A2BM-01A-11R-A21T-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A075-01A-11R-A084-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A0EM-01A-11R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A7-A3J1-01A-11R-A213-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0BO-01A-23R-A12D-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A08L-01A-11R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AN-A0FW-01A-11R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A1L9-01A-11R-A13Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A15K-01A-11R-A12P-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-C8-A8HP-01A-11R-A36F-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AC-A3OD-01A-11R-A21T-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AN-A0AT-01A-11R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A7-A26I-01A-11R-A169-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A7-A0DC-01A-11R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AR-A1AU-01A-11R-A12P-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E9-A228-01A-31R-A157-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A0D2-01A-21R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A1AZ-01A-11R-A12P-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-D8-A1XF-01A-11R-A14D-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AR-A1AH-01A-11R-A12D-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AN-A03Y-01A-21R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0HQ-01A-11R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A090-01A-11R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AC-A3BB-01A-21R-A19W-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A08B-01A-11R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-EW-A1PC-01B-11R-A21T-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A081-01A-11R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-C8-A12O-01A-11R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A10B-01A-11R-A10J-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A1EU-01A-11R-A137-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A0CL-01A-11R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-EW-A2FW-01A-11R-A17B-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E9-A226-01A-21R-A157-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A18U-01A-21R-A12D-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-W8-A86G-01A-21R-A36F-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E9-A1RG-01A-11R-A14D-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-EW-A1OY-01A-11R-A144-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-D8-A27L-01A-11R-A16F-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A1LB-01A-11R-A144-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-D8-A1JA-01A-11R-A13Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AR-A1AQ-01A-11R-A12P-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A086-01A-11R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-HN-A2OB-01A-21R-A27Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AN-A049-01A-21R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AC-A62Y-01A-11R-A29R-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-EW-A1J5-01A-11R-A13Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A07F-01A-11R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A7-A13D-01A-13R-A277-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A09X-01A-11R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AO-A03M-01B-11R-A10J-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A3XX-01A-21R-A239-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-GM-A3NW-01A-21R-A22K-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E9-A1RE-01A-11R-A157-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-D8-A1J9-01A-11R-A13Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0E7-01A-11R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A1B1-01A-21R-A12P-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AC-A2QH-01A-11R-A18M-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A08O-01A-21R-A056-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-C8-A8HR-01A-11R-A36F-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-EW-A1IX-01A-12R-A144-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AO-A0JJ-01A-11R-A056-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A08C-01A-11R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AC-A2FB-01A-11R-A17B-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A3XY-01A-11R-A239-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A1FU-01A-11R-A14D-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-B6-A0IM-01A-11R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0HU-01A-11R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A0T7-01A-21R-A084-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AN-A0FX-01A-11R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A7-A13G-01A-11R-A13Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AR-A24O-01A-11R-A169-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E9-A1N9-01A-11R-A14D-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-B6-A0RO-01A-22R-A084-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-AB28-01A-31R-A41B-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0B6-01A-11R-A19W-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-B6-A0RH-01A-21R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-PE-A5DC-01A-12R-A27Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AR-A2LR-01A-12R-A18M-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0DT-01A-21R-A12D-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0AZ-01A-21R-A12P-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-LL-A740-01A-21R-A32P-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AC-A8OP-01A-11R-A36F-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-B6-A0WX-01A-11R-A109-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-PE-A5DE-01A-11R-A27Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A08Z-01A-21R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A08P-01A-11R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AR-A1AY-01A-21R-A12P-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-D8-A73X-01A-11R-A32P-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AR-A5QM-01A-11R-A27Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-D8-A27V-01A-12R-A17B-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AC-A3OD-01A-11R-A21T-07-1,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A0YF-01A-21R-A109-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-D8-A4Z1-01A-21R-A266-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0HX-01A-21R-A056-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A0A6-01A-12R-A056-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AC-A3YI-01A-21R-A239-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A0EP-01A-52R-A22U-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A28O-01A-11R-A22K-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A7-A6VY-01A-12R-A33J-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-OL-A5D7-01A-11R-A27Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AO-A0JF-01A-11R-A056-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A083-01A-21R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-C8-A12L-01A-11R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AO-A128-01A-11R-A10J-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E9-A243-01A-21R-A169-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-C8-A27A-01A-11R-A169-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AR-A1AX-01A-11R-A12P-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-OL-A5D8-01A-11R-A27Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AR-A0TP-01A-11R-A084-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0DP-01A-21R-A056-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0HI-01A-11R-A084-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E9-A1N4-01A-11R-A14M-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A3DX-01A-21R-A213-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-B6-A0WV-01A-11R-A109-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A0SW-01A-11R-A084-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-3C-AALJ-01A-31R-A41B-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E9-A1RH-01A-21R-A169-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A18K-01A-11R-A12D-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0HB-01A-11R-A056-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-D8-A1X7-01A-11R-A14M-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A099-01A-11R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-S3-A6ZH-01A-22R-A32P-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-OL-A5D6-01A-21R-A27Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E9-A1NA-01A-11R-A144-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A1FG-01A-11R-A13Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A7-A26G-01A-21R-A169-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A1IG-01A-11R-A144-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A158-01A-11R-A12D-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-EW-A6SA-01A-21R-A32P-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-EW-A1J1-01A-11R-A13Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A0YD-01A-11R-A109-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A7-A4SC-01A-12R-A266-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A0BC-01A-22R-A084-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A1F0-01A-11R-A137-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E9-A22D-01A-11R-A157-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A084-01A-21R-A00Z-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-C8-A12U-01A-11R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AN-A0XT-01A-11R-A109-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A7-A13D-01A-13R-A12P-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-D8-A1JI-01A-11R-A13Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E2-A1IE-01A-11R-A13Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A1FX-01A-11R-A13Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-C8-A137-01A-11R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-OL-A66H-01A-11R-A29R-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AO-A0J6-01A-11R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AC-A4ZE-01A-11R-A41B-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-4H-AAAK-01A-12R-A41B-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-BH-A1FH-01A-12R-A13Q-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-5T-A9QA-01A-11R-A41B-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-B6-A0WT-01A-11R-A109-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A8-A07C-01A-11R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AN-A0XV-01A-11R-A109-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A0EQ-01A-11R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-B6-A0IG-01A-11R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-B6-A402-01A-11R-A239-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-B6-A0RM-01A-11R-A084-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A7-A0DA-01A-31R-A115-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-A2-A0CU-01A-12R-A034-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-E9-A245-01A-22R-A16F-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
TCGA-AC-A6NO-01A-12R-A33J-07,Breast,tumor,tcga,Breast_tumor,tcga_tumor
