,primary_site,status,dataset,tissue_hd,dataset_status
TCGA-J9-A52C-01A-11R-A26U-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-KK-A59Z-01A-12R-A26U-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-KK-A7B1-01A-11R-A32O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-WW-A8ZI-01A-11R-A37L-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-V1-A8MG-01A-11R-A36G-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-XQ-A8TB-01A-11R-A36G-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-7209-01A-11R-2118-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-G9-7521-01A-11R-2263-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-A8FU-01A-11R-A36G-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-V1-A9OA-01A-11R-A41O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-YL-A8SQ-01B-11R-A37L-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-7231-01A-11R-2118-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-M7-A724-01A-12R-A32O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-YL-A8SF-01A-11R-A37L-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-7080-01A-11R-1965-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-7318-01B-11R-A32O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-FC-7708-01A-11R-2118-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-VP-A87C-01A-11R-A352-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-7781-01A-11R-2118-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-ZG-A9LN-01A-11R-A41O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-7818-01A-11R-2118-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-V1-A8WV-01A-11R-A37L-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-G9-6336-01A-11R-1789-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-5495-01A-01R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-CH-5794-01A-11R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-A7NJ-01A-22R-A352-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-YL-A8HJ-01A-11R-A36G-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-CH-5751-01A-11R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-5514-01A-01R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-KK-A8II-01A-11R-A36G-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-CH-5792-01A-11R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-YL-A8HK-01A-11R-A36G-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-5507-01A-01R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-V1-A9O7-01A-21R-A41O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-A8FS-01A-11R-A352-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-G9-6370-01A-11R-1789-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-V1-A9OQ-01A-11R-A41O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-7079-01A-11R-1965-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-V1-A8WS-01A-11R-A37L-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-8261-01A-11R-2263-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-J4-8198-01A-11R-2263-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-ZG-A9L4-01A-11R-A41O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-5522-01A-01R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-H9-A6BX-01A-31R-A311-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-J9-A8CL-01A-11R-A352-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-2A-A8VV-01A-11R-A37L-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-7232-01A-11R-2118-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-7312-01B-21R-A32O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-5504-01A-01R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-ZG-A9L6-01A-11R-A41O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-KK-A8IF-01A-11R-A36G-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-M7-A71Y-01A-22R-A32O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-G9-6353-01A-11R-1965-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-YL-A9WJ-01A-11R-A37L-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-FC-A4JI-01A-11R-A250-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-H9-7775-01A-11R-2118-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-2A-A8W1-01A-11R-A37L-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-J4-A6G1-01A-11R-A311-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-KK-A8IC-01A-11R-A36G-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-G9-6364-01A-21R-1789-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-VP-A876-01A-11R-A352-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-A65J-01A-11R-A311-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-G9-6342-01A-11R-1965-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-XK-AAJR-01A-11R-A41O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-KK-A59X-01A-11R-A29R-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-J9-A8CP-01A-11R-A352-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-QU-A6IP-01A-11R-A31N-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-KC-A7FE-01A-12R-A33R-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-G9-7509-01A-11R-A41O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-V1-A8WL-01A-11R-A37L-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-A76X-01A-11R-A33R-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-KK-A7B3-01A-11R-A33R-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-7123-01A-11R-1965-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-7210-01A-11R-2118-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-CH-5790-01A-11R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-CH-5738-01A-11R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-ZG-A9KY-01A-11R-A41O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-V1-A9Z7-01A-11R-A41O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-CH-5772-01A-11R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-7115-01A-11R-2118-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-8266-01A-11R-2263-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-5506-01A-01R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-YL-A8SB-01A-31R-A37L-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-J9-A8CM-01A-11R-A352-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-5496-01A-01R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-7819-01A-11R-2118-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-8216-01A-11R-A29R-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-J4-A83K-01A-11R-A352-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-5532-01A-01R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-8262-01A-11R-2263-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-7789-01A-11R-2118-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-KK-A6E1-01A-11R-A311-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-YL-A8S9-01A-11R-A37L-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-CH-5769-01A-11R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-KC-A7FA-01A-21R-A33R-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-7314-01A-31R-2118-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-KK-A8I5-01A-11R-A36G-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-CH-5741-01A-11R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-7793-01A-31R-2263-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-KK-A59Y-01A-11R-A26U-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-A76W-01A-11R-A33R-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-KC-A4BL-01A-31R-A250-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-7218-01B-11R-A32O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-J4-A83M-01A-11R-A352-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-2A-A8VT-01A-11R-A37L-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-7736-01A-11R-2118-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-ZG-A9L0-01A-11R-A41O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-7211-01A-11R-2118-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-5525-01A-01R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-2A-AAYU-01A-11R-A41O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-VP-A87D-01A-11R-A352-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-KC-A7F3-01A-21R-A33R-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-A8CY-01A-11R-A36G-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-J4-AAU2-01A-11R-A41O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-4L-AA1F-01A-11R-A41O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HI-7171-01A-12R-2118-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-J4-AATV-01A-11R-A41O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-KK-A8IB-01A-11R-A36G-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-TK-A8OK-01A-22R-A36G-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-XA-A8JR-01A-11R-A36G-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-KK-A6E2-01A-11R-A311-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-YL-A8SJ-01B-11R-A37L-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-XK-AAJP-01A-11R-A41O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-KK-A8IH-01A-11R-A36G-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-XK-AAIW-01A-11R-A41O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-8213-01A-11R-A29R-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-YL-A8SP-01B-11R-A37L-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-FC-A5OB-01A-11R-A29R-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-A9TH-01A-11R-A41O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-5542-01A-01R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-XK-AAJT-01A-11R-A41O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-ZG-A9L2-01A-31R-A41O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-5515-01A-01R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-YL-A8HO-01A-11R-A36G-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-8265-01A-11R-2263-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-CH-5745-01A-11R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-CH-5789-01A-11R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-CH-5754-01A-11R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-7792-01A-11R-2118-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-7747-01A-11R-2118-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-V1-A8MF-01A-11R-A36G-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-A6RA-01A-11R-A33R-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-KK-A8I9-01A-11R-A36G-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-7081-01A-11R-1965-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-7791-01A-11R-2118-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-Y6-A9XI-01A-11R-A41O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-YL-A8S8-01A-11R-A37L-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-J4-A6G3-01A-11R-A311-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-7744-01A-11R-2118-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-7785-01A-11R-2118-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-VN-A88Q-01A-11R-A352-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-7820-01A-11R-2118-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-YL-A8HM-01A-11R-A36G-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-5530-01A-01R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-XQ-A8TA-01A-11R-A36G-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-XJ-A83G-01A-11R-A352-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-8259-01A-11R-2263-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-CH-5791-01A-11R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-SU-A7E7-01A-22R-A33R-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-5497-01A-02R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-VP-A875-01A-31R-A352-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-V1-A9OY-01A-11R-A41O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-ZG-A9LZ-01A-11R-A41O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-A46G-01A-31R-A26U-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-A65F-01A-21R-A311-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-G9-6332-01A-11R-1789-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-5498-01A-01R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-V1-A8MK-01A-11R-A36G-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-7786-01A-11R-2118-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-5511-01A-01R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-CH-5762-01A-11R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-CH-5788-01A-11R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-V1-A9OX-01A-11R-A41O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-5519-01A-01R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-G9-6494-01A-11R-1789-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-KK-A8IA-01A-11R-A36G-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-A46B-01A-31R-A250-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-G9-6363-01A-21R-1789-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-ZG-A8QW-01A-11R-A37L-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-VN-A88N-01A-11R-A36G-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-VP-A87H-01A-11R-A352-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-7078-01A-11R-2118-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-G9-6377-01A-11R-1965-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-ZG-A9MC-01A-31R-A41O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-ZG-A9ND-01A-11R-A41O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-A7NN-01A-11R-A33R-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-G9-6356-01A-11R-1789-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-5499-01A-01R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-CH-5748-01A-11R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-8258-01A-11R-2263-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-KK-A8I6-01A-11R-A36G-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-KK-A5A1-01A-11R-A29R-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-5521-01A-01R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-7745-01A-11R-2118-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-7740-01A-11R-2118-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-7125-01A-11R-1965-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-KK-A7AU-01A-11R-A32O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-7230-01A-11R-2118-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-A631-01A-11R-A29R-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-ZG-A9LS-01A-12R-A41O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-CH-5737-01A-11R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-G9-7519-01A-11R-2263-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-A8FP-01A-21R-A36G-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-VN-A88L-01A-11R-A352-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-5502-01A-01R-1580-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-FC-A8O0-01A-41R-A37L-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-KK-A7AP-01A-12R-A33R-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-2A-AAYO-01A-11R-A41O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-G9-7510-01A-11R-2263-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-2A-A8VO-01A-11R-A37L-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-XK-AAJA-01A-11R-A41O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-KK-A6E5-01A-11R-A311-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-ZG-A9NI-01A-11R-A41O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-7821-01A-12R-2118-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-7321-01A-31R-2263-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-A7NH-01A-12R-A33R-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-V1-A9ZK-01A-11R-A41O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-2A-A8VL-01A-21R-A37L-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-VP-A87K-01A-11R-A352-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-M7-A725-01A-12R-A32O-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-KC-A4BV-01A-31R-A26U-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-HC-7077-01A-11R-1965-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-ZG-A8QZ-01A-11R-A37L-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-J4-A83N-01A-11R-A352-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-EJ-A7NF-01A-11R-A33R-07,Prostate,tumor,tcga,Prostate_tumor,tcga_tumor
TCGA-AH-6897-01A-11R-1928-07,Rectosigmoid junction,tumor,tcga,Rectosigmoid junction_tumor,tcga_tumor
TCGA-AG-3725-01A-11R-1736-07,Rectosigmoid junction,tumor,tcga,Rectosigmoid junction_tumor,tcga_tumor
TCGA-DC-4749-01A-01R-1736-07,Rectosigmoid junction,tumor,tcga,Rectosigmoid junction_tumor,tcga_tumor
TCGA-AF-2687-01A-02R-1736-07,Rectosigmoid junction,tumor,tcga,Rectosigmoid junction_tumor,tcga_tumor
TCGA-BM-6198-01A-11R-1736-07,Rectum,tumor,tcga,Rectum_tumor,tcga_tumor
TCGA-G5-6572-01A-11R-1830-07,Rectosigmoid junction,tumor,tcga,Rectosigmoid junction_tumor,tcga_tumor
TCGA-CI-6623-01B-11R-1830-07,Rectum,tumor,tcga,Rectum_tumor,tcga_tumor
TCGA-AH-6549-01A-11R-1830-07,Rectum,tumor,tcga,Rectum_tumor,tcga_tumor
TCGA-F5-6571-01A-12R-1830-07,Rectum,tumor,tcga,Rectum_tumor,tcga_tumor
TCGA-CI-6620-01A-11R-1830-07,Rectum,tumor,tcga,Rectum_tumor,tcga_tumor
TCGA-AG-3902-01A-01R-A32Z-07,Rectosigmoid junction,tumor,tcga,Rectosigmoid junction_tumor,tcga_tumor
TCGA-AF-6136-01A-11R-1830-07,Rectosigmoid junction,tumor,tcga,Rectosigmoid junction_tumor,tcga_tumor
TCGA-DY-A0XA-01A-11R-A155-07,Rectosigmoid junction,tumor,tcga,Rectosigmoid junction_tumor,tcga_tumor
TCGA-AH-6643-01A-11R-1830-07,Rectosigmoid junction,tumor,tcga,Rectosigmoid junction_tumor,tcga_tumor
TCGA-EI-6917-01A-11R-1928-07,Rectum,tumor,tcga,Rectum_tumor,tcga_tumor
TCGA-CI-6621-01A-11R-1830-07,Rectum,tumor,tcga,Rectum_tumor,tcga_tumor
TCGA-DC-6682-01A-11R-1830-07,Rectosigmoid junction,tumor,tcga,Rectosigmoid junction_tumor,tcga_tumor
TCGA-AH-6644-01A-21R-1830-07,Rectosigmoid junction,tumor,tcga,Rectosigmoid junction_tumor,tcga_tumor
TCGA-EI-6512-01A-11R-1736-07,Rectum,tumor,tcga,Rectum_tumor,tcga_tumor
TCGA-AF-2690-01A-02R-1736-07,Rectum,tumor,tcga,Rectum_tumor,tcga_tumor
TCGA-EI-6884-01A-11R-1928-07,Rectum,tumor,tcga,Rectum_tumor,tcga_tumor
TCGA-EI-6881-01A-11R-A32Z-07,Rectum,tumor,tcga,Rectum_tumor,tcga_tumor
TCGA-EI-6513-01A-21R-1736-07,Rectum,tumor,tcga,Rectum_tumor,tcga_tumor
TCGA-G5-6235-01A-11R-1736-07,Rectosigmoid junction,tumor,tcga,Rectosigmoid junction_tumor,tcga_tumor
TCGA-F5-6811-01A-11R-1830-07,Rectosigmoid junction,tumor,tcga,Rectosigmoid junction_tumor,tcga_tumor
TCGA-CL-4957-01A-01R-1736-07,Rectum,tumor,tcga,Rectum_tumor,tcga_tumor
TCGA-AH-6544-01A-11R-1830-07,Rectosigmoid junction,tumor,tcga,Rectosigmoid junction_tumor,tcga_tumor
TCGA-AF-5654-01A-01R-1660-07,Rectosigmoid junction,tumor,tcga,Rectosigmoid junction_tumor,tcga_tumor
TCGA-AF-6672-01A-11R-1830-07,Rectosigmoid junction,tumor,tcga,Rectosigmoid junction_tumor,tcga_tumor
TCGA-DC-6160-01A-11R-1660-07,Rectosigmoid junction,tumor,tcga,Rectosigmoid junction_tumor,tcga_tumor
TCGA-F5-6813-01A-11R-1830-07,"Connective, subcutaneous and other soft tissues",tumor,tcga,"Connective, subcutaneous and other soft tissues_tumor",tcga_tumor
