i_doc,doc,Topic 1
976,GTEX-1OJC4-0526-SM-E6CQV,1.0
977,GTEX-U412-0726-SM-EVR2Y,1.0
978,GTEX-13FXS-0726-SM-5LZXJ,1.0
979,GTEX-1H1CY-0726-SM-9OSXX,1.0
980,GTEX-1QEPI-0726-SM-E76QG,1.0
981,GTEX-X15G-0526-SM-3NMB7,1.0
982,GTEX-1LSVX-0726-SM-E9TJG,1.0
983,GTEX-ZUA1-0926-SM-4YCDX,1.0
984,GTEX-X261-0726-SM-EZ6MH,1.0
985,GTEX-WFJO-0226-SM-3GIKW,1.0
986,GTEX-131XG-0226-SM-5IFG1,1.0
987,GTEX-15FZZ-0226-SM-6LLI4,1.0
988,GTEX-1O9I2-1226-SM-E6CQC,1.0
989,GTEX-1R9JW-0226-SM-EVR4K,1.0
990,GTEX-14PHW-2926-SM-6AJBA,1.0
991,GTEX-RWS6-0626-SM-2XCAS,1.0
992,GTEX-1C2JI-0326-SM-7EWFD,1.0
993,GTEX-1ICLY-0726-SM-A96TB,1.0
994,GTEX-QDVJ-0226-SM-2I5FV,1.0
995,GTEX-17HG3-0226-SM-7EWEA,1.0
996,GTEX-139T6-0326-SM-5J2LY,1.0
997,GTEX-1PDJ9-0826-SM-E76PS,1.0
998,GTEX-QV31-0726-SM-3GAEG,1.0
999,GTEX-RM2N-0526-SM-2TF4N,1.0
